4.8	Junge tun Tricks auf einem Skateboard	Ein Junge macht einen Trick auf einem Skateboard.
2.6	Drei Hunde spielen im Schnee.	Drei Hunde spielen im Wasser.
1.2	Ein kleines Mädchen mit einem Band in den Haaren pflügt sich ihre Nase.	Ein kleines Mädchen in einem lila Hemd und Helm reitet auf einem Roller.
1.8	Ein junges Mädchen, das eine Röhrenrutsche hinuntergeht.	Ein junges Mädchen schwingen von einer Reifenschaukel
2.6	Viele Menschen sind im Radrennen, darunter ein Mann in einem dreirädrigen Fahrrad.	Ein Mann, der auf einem dreirädrigen Rollstuhl reitet.
0.8	Eine Gruppe von Menschen trägt Hasenohren.	Eine Gruppe von Menschen fahren in einem Rennen
4.0	Ein Hund in einem „Superman“ Hemd schläft auf einer Decke.	Ein brauner Hund in einem Superman Hemd liegt auf einer blauen Decke.
4.8	Der weiße und braune Hund läuft über das Gras.	Ein brauner und weißer Hund läuft über das Gras.
3.8	Ein brauner Hund ruht seine Pfoten auf einer Laptop-Tastatur.	Ein Hund sitzt mit seinen Pfoten auf einem Laptop.
2.6	Ein junges Mädchen mit Brille sitzt und hält zwei amerikanische Flaggen.	Ein Mädchen in Brille schaut über zwei amerikanische Flaggen in der Nähe eines Waldgebietes.
3.0	Ein kleiner weißer und brauner Hund springt über einen horizontalen Stab.	ein brauner und weißer Hund springt über eine rote und gelbe Stange
4.8	Zwei Hunde laufen durch eine Rasenfläche.	Zwei Hunde laufen durch ein grasbewachsenes Feld.
1.6	Ein Mann schwingt an einem Seil über dem Wasser.	Ein Mann in warmer Kleidung schwingt nachts auf Affenstangen.
4.6	Zwei asiatische Männer und asiatische Frau sitzen in schwarzen Massagesesseln.	Zwei asiatische Männer und eine Frau entspannen sich in Massagesesseln.
5.0	Ein Mädchen, das spielt, ist ein Haufen bunter Kugeln.	Ein kleines Mädchen spielt in einer Grube bunter Kugeln.
0.0	Ein älterer Mann steht draußen vor einem LKW.	Eine in Grün gekleidete Frau ist bei einer Veranstaltung Rollschuhlaufen draußen.
4.6	Lächelnder Mann mit reflektierenden Klassen.	Ein Gentleman lächelnd und zeigt seine reflektierende Sonnenbrille.
4.8	fünf Personen, die auf einem Bürgersteig stehen	Fünf Leute auf einem Bürgersteig.
1.4	Der weiße Hund läuft über den Schnee.	Ein weißer Bär wandert auf schneebedecktem Boden und wirft einen Schatten auf den Schnee.
1.2	Ein kleiner Junge in einer braunen Jacke spielt mit Schnee.	Zwei Hunde spielen im Schnee.
2.4	Ein Mann, der einen großen Stein aufnimmt.	Eine Frau, die einen großen Felsen aufnimmt.
4.6	Ein weißer und brauner Hund läuft über Gras.	Ein brauner und weißer Hund läuft über das Gras.
0.0	Der Mensch trägt einen Werkzeugkasten auf dem Bürgersteig.	Eine Frau fährt ein blaues Fahrrad in einem Park.
3.4	Ein Mann, der ein T-Shirt trägt, auf dem „Gigolo“ steht, steht an der Theke und spricht mit jemandem.	Ein Mann, der ein Hemd trägt, auf dem „Gigolo“ steht, steht an einer Rezeption mit dem Rücken zur Kamera.
0.0	Ein Zelt und ein Campingplatz in einem sonnenbeleuchteten Wald.	Ein weißer Hund am Strand trägt einen Stock im Mund.
4.2	Zwei große Hunde laufen in etwas Gras.	Zwei gezündelte Hunde laufen im Gras.
2.6	Ein Hund, der mit einem Stock im Mund schwimmt.	Ein Hund, der mit einem Stock im Mund läuft.
2.33	Ein Mann, der mit zwei braunen Hunden spielt.	Eine Frau spielt mit einem braunen Hund.
3.6	ein Hund läuft über den Sand mit einem Stock im Mund.	Ein Hund läuft durch einen Bach mit einem Stock im Mund.
3.4	Ein Mann steht in Wasser in der Nähe eines Wasserfalls.	Ein Mann watt im Wasser und beobachtet einen Wasserfall.
3.0	Ein brauner Hund springt auf, um einen Tennisball zu fangen.	Ein roter Hund springt und fängt einen Tennisball in den Mund.
2.4	Der Mann springt ins Wasser.	Der Mann ist oben in der Luft.
2.4	Eine Frau in einem schwarzen Hemd steht vor Bananen an einem Obststand.	eine Frau, die schwarz trägt, steht vor einem Pickup Truck.
1.2	Ein Kind springt in ein Schwimmbad.	Ein Hund springt in ein Schwimmbad.
4.8	Ein kleiner Junge, der von einem Stuhl zum anderen springt.	Ein kleiner Junge, der in seinem Haus von einem Stuhl zum anderen springt
0.0	Ein Mädchen schwingt ihr langes, nasses Haar in einem See.	Eine Person, die ein Dirt Bike fährt.
2.8	Zwei Hunde spielen am Ufer.	Zwei Hunde spielen im Schnee.
0.0	Ein kleines Mädchen geht auf einer Promenade mit blauen Kuppeln im Hintergrund.	Ein Mann geht über einen Sprung auf seinem Fahrrad mit einem Fluss im Hintergrund
2.2	Zwei Frauen sitzen auf einer Bank, ihre Gesichter verdeckt, eine Frau trägt einen aufblasbaren Tiger und die andere Frau in einem Disney-Schneewittchen Kostüm.	Ein Mädchen sitzt auf einer Bank, die einen aufblasbaren Tiger neben einem anderen Mädchen in einem bunten Outfit hält.
0.0	Ein Mann und zwei Mädchen lächeln in der Kamera.	Drei Hunde, einer weiß und zwei braun, laufen zusammen auf einem Grasfeld.
5.0	Ein Hund, der mit einem Stock im Mund schwimmt.	Hund schwimmen im Wasser mit einem Stock im Mund.
5.0	Ein schwarzer Pudel spielt im Schnee.	Ein schwarzer Pudel totzt im Schnee.
1.4	zwei Mädchen halten einen beängstigend Film Flyer	Zwei Mädchen, die Säcke halten, stehen auf einem Feld.
3.2	Drei Jungs laufen am Strand und spielen ein Spiel.	Zwei junge Jungen und ein junger Mann laufen an einem Strand mit Wasser hinter ihnen.
1.6	Ein Mädchen trägt eine lila Schärpe und einen passenden Rock.	Eine Gruppe von Mädchen steht mit Jeansröcken und Superman-Shirts.
0.6	ein Mann, der eine graue Jacke trägt, die an der Seite einer Straße steht.	Ein Junge, der eine blaue Schwimmweste trägt, hält an der Seite eines grünen Bootes fest.
5.0	Ein brauner und schwarzer Hund springt, um einen roten Ball zu fangen.	Ein brauner und schwarzer Hund springt für einen roten Ball.
1.8	Der braune Hund läuft durch die Blätter.	Der weiße Hund läuft durch den Ozean.
0.0	Ein weißer und schwarzer Hund springt in einen Pool.	Eine Frau in einer schwarzen Schürze steht vor einem Spiegel.
3.0	Ein schwarz-weißer Hund trägt einen Stock im Mund.	Der schwarz-weiße Hund hat einen Stock in seinen Pfoten.
5.0	Ein Hirsch springt einen Zaun.	Ein Hirsch, der über einen Zaun springt.
2.2	Ein kleines Mädchen hält einen Holzstab.	Ein kleines Mädchen, das in einem Pool schwimmt.
2.4	Ein schwarzer Hund springt durch das Wasser.	Ein Hund spaziert durch den Schnee.
4.2	Eine Gruppe von Menschen vor einem roten Feuerwehrauto.	Eine Gruppe von Menschen steht um einen roten Feuerwehrauto.
3.4	ein Junge springt in das blaue Poolwasser.	Der Junge springt in den Pool auf seinem Bauch.
0.0	Ein blond Hund fängt einen Ball im Mund im Schnee.	Ein kleines blondes Mädchen sitzt auf einem grünen Stuhl.
3.8	Drei Kinder und spielen und lachen auf dem Boden.	Drei Kinder spielen auf dem Boden.
3.4	Ein Mann sitzt mit Angelstöcken in der Nähe eines Wasserkörpers.	Ein Mann sitzt auf einem Felsen neben einem klappbaren Liegestuhl und einer Angelrute.
0.0	Eine Frau und ein Hund stehen im Gras.	Ein Mann trägt ein Zeichen, während er im Regen steht.
1.0	Ein Mann in einem blauen Hemd läuft in einem Stadionfeld.	Ein Mann, der einen blauen Hut und ein Hemd trägt, reitet auf einem weißen Pferd.
4.8	Ein schwarzer Hund, der durch Wasser läuft.	Ein schwarzer Hund läuft durch etwas Wasser.
0.0	Kinder springen auf einem Trampolin.	Ein Mann rotiert auf einer orangefarbenen Rutsche.
3.0	Ein großer brauner Hund hockt in einem grasbewachsenen Feld.	Ein brauner Hund läuft auf einem Feld.
2.2	Ein Hund läuft durch das Gras.	Ein Hund läuft durch den Schnee.
0.2	Ein Skifahrer beschleunigt durch den Schnee.	Ein brauner Hund, der eine Frisbee trägt, läuft durch den Schnee.
5.0	Zwei Personen spielen Golf auf einem Golfplatz.	Zwei Personen sind auf einem Golfplatz und spielen Golf.
0.8	Ein Junge und ein Mädchen spielen am Strand.	Ein Hund spielt in den Wellen mit einem Ball.
0.8	Das Kind im roten Mantel in die rote Matte gelegt.	Das Kleinkind ist bereit, das rote Stück Ausrüstung zu klettern.
5.0	Zwei Hunde spielen im Gras.	Zwei Hunde spielen im Gras.
4.0	Ein Kind in einer blau-weißen Mannschaftsuniform, die einen Fußball jagt.	Ein kleiner Junge in einer blauen Fußballuniform, der einen Ball jagt.
2.8	Ein Softballspieler schwingt auf einem Spielfeld.	Ein Baseball-Spieler trifft den Ball
2.8	Ein Mann surft von der Kamera weg.	Ein Mann surft im Himmel auf dem Wasser.
1.0	Ein schwarzer Hund läuft im Gras.	Ein Junge, der durch grünes Gras läuft.
2.0	Ein kleiner Junge und ein kleines Mädchen spielen draußen zusammen.	Ein kleiner Junge und ein junges Mädchen, das aufeinander zugeht
4.2	Zwei Personen sitzen am Ende eines Docks.	Zwei Leute sitzen auf einem Dock.
2.0	Zwei Hunde in einem Hof.	Zwei Hunde in einem Bach.
2.2	Ein Mann jagt einen Hund versucht, die Barriere passieren, um einen Spielplatz zu betreten.	Ein Mann folgt seinem schwarz-weißen Hund, wie er auf einem Hindernisparcours nimmt.
4.0	Der große braune und weiße Hund läuft durch den Schnee.	Bernhardiner Hund läuft im verschneiten Feld.
2.0	Ein blutiger Mann und eine Frau posieren für ein Bild.	Ein Mann in Frau, der warm gekleidet ist, posiert für ein Bild.
0.4	Ein gelber Hund spielt in einer Rasenfläche in der Nähe von Blumen.	Ein Mädchen spielt auf einer Schaukel.
4.6	ein Junge spielt mit einer Nudel am Pool.	Ein Junge spielt mit einem Schaumnudelspielzeug am Pool.
2.0	zwei große braune Hunde, die durch den Schnee laufen.	Ein brauner Hund läuft durch das Gras.
1.2	Ein kleiner Junge springt in einen Pool mit ausgestreckten Armen.	Ein Hund springt in einen Hinterhofpool.
4.0	Ein Mädchen hält ein gelbes Ballontier hoch.	Ein Kind hält einen gelben Ballon.
0.17	Zwei Hunde teilen sich ein Spielzeug in einem Feld der Vegetation.	Zwei Snowboarder sind über dem Schnee in der Luft.
0.0	Eine blonde Dame in weißen Posen für die Kamera.	Ein schwarz-weißer Hund läuft mit geöffnetem Mund.
0.2	Ein Hund läuft durch ein Feld und jagt einen Ball.	Ein Kind läuft durch das Gras.
3.8	Zwei Mädchen sitzen vor einer Statue.	Zwei blonde Mädchen sitzen neben einer Statue
4.0	Ein Mädchen in Orange zündet eine Kerze an.	Ein Mädchen in einem orangefarbenen Hemd zündet Kerzen.
1.6	Ein weißer Hund läuft durch ein Feld gelber Blüten.	Ein Hund mit rotem Halsband läuft mitten im Winter in einem Wald.
2.2	Ein Säugling, das auf einem Kinderbett sitzt und das Gesicht eines älteren Jungen berührt.	Ein Junge, der krank erscheint, wird von einem Kleinkind ins Gesicht gerührt.
5.0	Ein Hund, der Wasser abschüttelt.	Ein Hund schüttelt Wasser ab.
0.5	Junge Jungs laufen auf dem Bürgersteig entlang.	Ein schwarzer Hund, der am Rande des Ozeans läuft.
3.67	Ein kleines Kind gleitet eine orangefarbene Rutsche hinunter.	Ein kleiner Junge in Denim-Overalls gleitet eine orangefarbene Rutsche hinunter.
1.6	ein schwarz-weißer Hund, der durch einige rot-weiße Stangen läuft	Schwarz-weißer Hund im Wohnzimmer stehend auf Hinterbeinen.
4.4	Drei Personen posieren auf Skiern hinter einem „Kein Skifahren“ -Schild.	Drei Personen auf Skiern stehen hinter einem Ski-Schild.
4.6	Ein Mann in einem weißen Anzug geht die Straße hinunter und hält eine Zeitung.	Ein Mann in einem weißen Anzug geht draußen mit einer Zeitung.
5.0	Ein schwarzer Hund mit blauem Halsband läuft im Schnee.	Ein schwarzer Hund, der ein blaues Halsband trägt, läuft durch den Schnee.
0.8	Ein Hund läuft auf die Kamera zu.	Ein brauner und weißer Hund läuft auf Gras.
2.4	ein Junge, der auf einer Schaukel schwingt.	Das Mädchen ist auf einer Schaukel.
4.4	Eine Gruppe von Jugendlichen schwimmen im Wasser des Sees	Viele Kinder spielen und schwimmen im Wasser.
0.0	Ein blau-weißes Fußballteam, das gegeneinander spielt.	Eine oben ohne Frau mit ihrem Gesicht bemalt ist mit Schlamm bedeckt.
3.8	Ein brauner Hund, der einen grünen Frisbee fängt.	Ein brauner Hund wartet darauf, dass der Frisbee herunterkommt, bevor er ihn fängt.
2.2	Ein schwarz-weißer Hund schwimmt in einem großen grünen See.	Ein schwarzer Hund läuft schnell ins flache Wasser.
2.2	Zwei große schwarze Hunde spielen auf einem grasbewachsenen Feld.	Zwei weiße Hunde laufen zusammen.
2.8	Der braune und schwarze Hund sprintet über den Schnee.	Ein schwarzer Hund läuft schnell am Boden entlang.
3.8	Der Mann im Rucksack schaut nach links.	Ein erwachsener Mann, der einen Rucksack trägt, geht und schaut nach links.
0.0	Ein älterer Mann in einem blauen Hemd hält ein Stück Leinwandkunst hoch.	Ein schwarzer Mann läuft neben einem Gebäude in einer Großstadt.
0.4	Zwei dünne junge Jungen spielen mit Sand im Wasser.	Zwei Hunde schütteln Wasser ab.
3.8	Ein kleiner Hund läuft durch einen Hindernisparcours.	Ein kleiner Hund springt über ein Hindernis.
3.2	Ein brauner Hund läuft durch den Wald.	Ein brauner Hund läuft durch das Gras.
3.4	Eine Gruppe von Menschen steht an einem Fenster und beobachtet etwas.	Eine Gruppe von Menschen stehen und warten, um etwas zu sehen.
4.4	Ein Hund springt bei einem Agilitätswettbewerb über eine Barriere.	Ein Hund springt über einen Hindernisparcours Zaun.
3.2	Drei Leute Rennen auf Schlittschuhen.	Drei Eisläuferläufer um eine Ecke.
4.8	Zwei Teilnehmerinnen gehen mit ihren Hunden in einer Hundeausstellung.	Zwei Frauen spazieren dort Hunde bei einer Hundeausstellung.
0.0	Zwei Männer auf der Seite eines Lastkahn	Ein Mann liegt das Gras mit langen Haaren und Bart.
4.8	Ein brauner Hund im Laufen auf Gras.	Ein brauner Hund läuft durch das Gras.
0.4	Eine Person fährt ihr Fahrrad auf einem Weg neben dem Wald.	Ein kleines Kind in einem gelben Hemd hält die Arme an den Seiten aus.
3.6	Eine Frau in einem schwarzen Kleid lächelt vor einem silbernen LKW.	Ein Mädchen, das ein schwarzes Oberteil trägt, lächelt mit einem silbernen LKW im Hintergrund.
0.6	Ein Hund ist am Strand in der Nähe eines Balls.	Ein Typ geht auf einen Basketballplatz.
2.6	Ein Hund grenzt über das braune Gras.	Zwei Hunde, die über das Gras gebunden sind.
3.2	eine Frau, die mit zwei Jungen in einem Park spielt	Eine Frau und drei Kinder spielen in einem Park.
2.4	Ein Hund entsteht aus dem Wasser mit einem Stock im Mund.	Ein Hund läuft mit einem Stock im Mund auf die Kamera zu.
0.8	Drei Hunde spielen im Schnee.	Der Junge spielt im Sand.
4.2	Ein Hund trägt eine Leine im Mund.	Ein flauschiger Hund trägt eine schwarze Leine im Mund.
0.0	Ein Mann in Jeans spielt mit einem Ball, während eine Frau in Jeans in der Nähe steht und wegschaut.	Ein Mann bindet ein rotes Armband um einen anderen Mans-Arm auf der Straße.
4.0	Ein Skifahrer fällt in den Schnee.	Ein Skifahrer fällt zuerst ins Gesicht in den Schnee.
2.2	Ein Hund mit einem roten Spielzeug im Mund.	Ein brauner Hund trägt einen Stock im Mund.
4.8	Zwei Hockeyspieler kämpfen auf dem Eis.	Zwei Hockeyspieler im Kampf auf dem Eis.
1.6	Zwei Terrier spielen auf dem Holzboden ihres Hauses.	Zwei Welpen spielen mit einem roten Kauspielzeug auf einem Feld.
4.2	Zwei Hunde laufen durch ein Feld.	Zwei Hunde spielen auf einem Feld.
0.4	Ein Mann in einem grauen Anzug, der ein Fahrrad einsperrt	Ein Mann und eine Frau, die auf einer Stadtstraße stehen.
4.6	Ein Mann in einer schwarzen Lederjacke schläft in einem U-Bahn Auto.	Ein Mann in einer schwarzen Lederjacke schläft in öffentlichen Verkehrsmitteln ein.
4.8	Ein Hund, der über eine Hürde sprang.	Ein Hund springt über die Hürde.
0.0	Zwei Männer richten einige elektronische Ausrüstung ein	Zwei Hunde ringen im Schnee auf dem Boden.
0.0	Ein schwarzer Hund geht mit einem Stock im Mund auf dem Gras.	Ein Junge hält ein Netz mit einer Schlange in der Nähe des Bodens.
2.2	Ein Mädchen läuft mit Hunden auf einem trockenen Feld.	Ein grauer Hund und ein brauner Hund spielen auf einem grasbewachsenen Feld.
4.0	Zwei Hunde spielen im Schnee.	Zwei schwarze Hunde im Schnee.
4.0	Ein Hund springt von einem Dock und ins Wasser.	Der schwarze Hund springt vom Dock und ins Wasser.
2.0	eine Gruppe von alten Männern, die die Straße hinunter gehen	Ein Paar, das die Straße runter geht.
2.2	Drei Hunde stehen im Schnee neben einem blauen Zaun.	Drei Hunde spielen in den flachen, neben einem felsigen Ufer.
4.8	Ein schwarz-weißer Hund läuft durch das Feld.	Ein schwarz-weißer Hund läuft im Gras.
0.4	Ein schwarzer Junge winkt seine Arme, während andere Leute hinter ihm auf einem Feld stehen.	ein Mann in einem schwarzen Hemd ist Roller Blading vorbei an einer Bank in der Stadt.
2.0	Eine ältere Frau fährt mit dem Fahrrad entlang einer Stadtstraße.	Eine ältere Frau geht bergauf, die die Straße überquert.
0.4	Ein kleiner Junge schlägt einen gelben Ball.	Ein kleiner Hund springt über einen gelben Strahl.
1.4	Eine Gruppe junger Ballerinas befindet sich in einem Tanzstudio.	Eine Gruppe junger Damen in Bikinis.
0.0	Ein kleiner Junge in einem weißen Hemd spielt auf einer grasbewachsenen Ebene.	Eine Frau bekommt ihre Haare in einem Salon fertig.
0.4	Ein Mann und ein Hund spielen Tauziehen.	Ein Mann tanzt auf einer bunten Wand.
4.6	Ein nasses Kind zittert unter einem Handtuch an einem Pool.	Ein nasses Kind zittert in einem Handtuch vor einem Pool.
5.0	Ein weißer Hund läuft an einem Strand.	Der weiße Hund läuft am Strand entlang.
3.4	Sechs Hunde laufen am Sandstrand.	Sechs Hunde laufen am Strand.
3.2	Ein Mann hält sich an einem Griff im Wasser fest.	Ein Mann hält sich an Griffen in der Luft.
3.0	Ein weißer Hund, der im Schnee spaziert.	Ein schwarzer und brauner Hund, der durch den Schnee spaziert.
3.2	Der weiße und braune Hund läuft über das Gras.	Drei Hunde laufen auf dem Rasen.
3.8	Ein Junge geht eine aufblasbare Rutsche hinunter.	Ein Junge in Rot gleitet eine aufblasbare Fahrt hinunter.
3.8	Zwei Hunde spielen mit einem Ball in einer Pfütze.	Zwei Hunde stehen in einer Pfütze, und einer hat einen gelben Tennisball.
1.4	Drei Hunde spielen im Wasser.	Drei Hunde laufen im Schnee.
1.2	Zwei Hunde spielen im Schnee.	Zwei Kinder spielen mit einem Hund.
4.8	Ein Mädchen macht eine Rückenbeugung am Strand.	Ein Mädchen, das eine Rückenbeugung am Strand macht.
2.2	Die beiden Hunde spielen im Schnee.	Zwei Hunde spielen zusammen im Gras.
3.6	Zwei Surfer auf einer kleinen Welle reiten.	Zwei Surfer führen Tricks in den Wellen.
5.0	Zwei Menschen gehen am Strand bei Sonnenuntergang.	Zwei Menschen, die bei Sonnenuntergang am Ufer entlang gehen.
4.0	zwei Welpen, die im Gras herumspielen	Zwei Hunde ringen im Gras.
4.8	Ein junges Mädchen sitzt auf dem Schoß des Weihnachtsmanns.	Ein kleines Mädchen sitzt auf dem Schoß des Weihnachtsmanns
2.2	Ein schwarz-weißer Hund läuft mit geöffnetem Mund.	Ein schwarz-weißer Hund schwimmt in blauem Wasser.
4.8	Ein kleiner Junge, der am Strand in die Luft springt.	Ein Junge, der am Strand in die Luft springt.
5.0	Fünf Männer in Smoking gehen Stufen hinunter.	Fünf Männer in Smoking gehen eine Reihe von Stufen hinunter
0.0	Mann in roten Shorts und weißes Hemd treten einen Fußball.	Ein schwarzer Hund steht in der Brandung und hält einen roten Gummiball.
4.8	Ein Mann und Hund an einer felsigen Küste.	Mann und Hund stehen auf Felsen neben Wasser
2.4	Brauner Hund spritzt ins Wasser.	Vier Hunde spritzen im Wasser
1.0	Die lächelnde Frau am Strand ist in Algen begraben.	Ein Mädchen in einem Cowboy-Hut mit einem Schaf an der Leine.
3.8	Ein Hund mit großen Ohren hält einen kleinen Stock im Mund.	Ein Welpe mit großen Ohren, die auf einem Stock kauen.
0.0	Der große braune Hund springt durch das hohe Gras.	Das Mädchen, das ein blaues Hemd trägt, läuft durch ein Wissenschaftszentrum.
2.6	Zwei Hunde kämpfen im Schnee.	Zwei Hunde spielen im Schnee.
2.8	Ein brauner Hund ist in der Mitte einer Linie von Hunden, die einen schmutzigen Tennisball über Schmutz jagen.	Es gibt zwei weiße Hunde und einen braunen Hund, der einen Ball jagt.
0.0	Ein grauer Hund ist in einem grasbewachsenen Feld aktiv.	Ein Bündel von Fahrrädern, die auf einer Strecke rennen.
0.0	Zwei Leute fahren mit einem Beiwagen Motorrad im Schlamm.	Der Hund trägt einen langen Stock im Mund.
2.4	Der Mann sitzt auf einem felsigen Berg.	Eine Person klebt ihren Kopf aus einem Zelt an der Spitze eines Berges.
0.0	Ein Mann, der auf einem Boot steht, zieht ein anderes Boot mit einem Bambusstab in die Nähe.	ein Mann in einem schwarzen Hut vor einer Ziegelmauer und ein Zeichen
3.2	ein Mann spielt seine weiße Gitarre.	ein Mann spielt eine weiße Gitarre und singt auch
0.0	Eine Person ist Skijoring mit einem Hund in den Bergen.	Ein brauner Hund spielt mit einem Ball im Wasser.
2.4	Zwei junge Leute ohne Hemden spielen im Wasser.	Viele Leute spielen im Wasser am Strand.
3.6	Nahaufnahme eines Kolibris.	Eine Nahaufnahme eines Kolibris, der fliegt.
0.8	Frau in einem schwarzen Kleid zu Fuß auf der Straße.	Eine Frau beobachtet, wie ein Hund die Treppe runterspringt.
2.33	Ein Mann und eine Frau, die in die Kamera schauen.	Ein Mann und eine Frau lachen.
3.6	ein brauner Hund läuft durch das schmutzige, schlammige Gras	Der große braune Hund läuft draußen im Dreck.
5.0	Drei Hunde ziehen einen Mann auf einem Fahrrad durch den Schnee.	Die Hunde ziehen einen Mann auf einer Art Fahrrad, durch den Schnee.
0.0	Ein Baby in einem roten Hut sitzt in einem Kinderwagen hält eine Puppe.	Ein Mann in einem grauen Hemd sitzt in einem Blumenfeld.
4.8	Drei Kinder spielen mit Heu im Freien, werfen einige auf Kameraobjektiv.	Drei kleine Kinder spielen im Heu und werfen einige auf die Kamera.
0.0	Ein Kletterer steht auf der Felswand neben dem rosafarbenen Seil.	Die Kinder laufen im Schnee mit Zäunen im Hintergrund.
1.8	Ein schwarzer Hund trägt ein orangefarbenes Halsband ist mit Angeldraht verwickelt.	Der schwarze Hund, der ein rotes Halsband trägt, schüttelt Wasser ab.
0.0	Zwei Hunde spielen im Dreck herum.	Eine Tänzerin posiert für die Kamera in einem rot-weißen Kleid.
3.4	Ein goldener Hund läuft auf dem Rasen.	Der große beige Hund läuft durch das Gras.
4.8	Ein Hund läuft durch das Gras.	ein Hund läuft über das Gras.
3.4	ein Mann in roten Shorts geht entlang Felsen an einem Fluss, der einen Stock trägt.	Ein Mann läuft auf Felsen und Wasser fließt um sie herum.
0.0	Mann rudern ein Boot.	ein Mann, der einen Trick auf Skateboard macht
4.8	Drei Hunde laufen auf einer Rennstrecke.	Drei Hunde runden eine Kurve auf einer Rennstrecke.
0.8	Ein schwarzer und brauner Hund spaziert durch den Schnee in der Nähe eines Gebäudes.	Ein älterer Mann steht vor einem alten Gebäude.
3.4	Ein Hund springt in ein Schwimmbad nach einer Ente.	Ein Hund springt in ein Schwimmbad.
3.2	Ein Hund läuft in der Winterzeit durch einen Wald	Ein Hund läuft durch viele Zweige.
0.4	Das Mädchen spielt zusammen mit den Bildern auf der großen Leinwand.	Drei Mädchen halten Regenschirme mit dem Rücken zur Kamera.
1.0	Viele Leute laufen in einem Rennen auf einer Straße.	Ein Welpe läuft entlang einer Straße.
1.0	Ein Mann in Badehose steht an einigen Felsen.	Ein Mann in einem grauen Hemd klettert eine große Felswand.
2.0	Zwei weiße Hunde, die im Schnee laufen.	Ein brauner Hund mit einem schwarzen Halsband bellt im Schnee.
2.4	Eine Frau, die ein rosa Hemd trägt, springt mit ihren Armen und Beinen zu ihren Seiten in die Luft.	Ein Mann, der Hosenträger und Sonnenbrillen trägt, springt in der Luft mit seinen Armen und Beinen zur Seite.
2.8	Ein Hund läuft durch das Gras.	Zwei Hunde laufen durch die Bürste.
2.8	Ein Hund läuft über den Sand	Ein Hund läuft durch das Wasser.
0.0	Eine Frau versucht, eine kleine Welle zu reiten.	Ein Mann und eine Frau sitzen zurück an Rücken in der Sonne.
0.6	Der schwarz-weiße Hund schwimmt im Fluss.	Ein schwarzer Mann und sein Hund am Strand.
4.6	Mann, der auf zerklüfteten Felsen in der Nähe des Ozeans steht.	Ein Mann steht auf Felsen mit Blick auf den Ozean.
4.4	Ein Mädchen in einem schwarzen und blauen Nassanzug surft.	Eine Frau, die einen schwarzen und blauen gestreiften Anzug trägt, surft auf einer Welle.
4.6	Die Frau führt einen Hund durch einen Hindernisparcours.	Frau führt ihren kleinen Hund durch einen Hindernisparcours.
2.4	Zwei Hunde am Strand.	Ein Hund spaziert am Strand.
1.0	Ein kleiner Junge steht auf einem grauen gefliesten Bereich.	Ein kleiner Junge praktiziert sein Karate in einem Fitnessstudio.
2.2	Der Hund läuft mit Nahrung in seinem Mund.	Der Hund läuft mit einem gelben Ball im Mund.
4.8	Zwei Hunde laufen am Strand entlang.	zwei Hunde laufen am Strand
2.0	Ein schwarz-weißer Hund schwimmt im Pool	Ein schwarz-weißer Hund, der mit etwas im Mund läuft.
3.8	Ein Hund hat seinen Kopf in einer roten und grünen Geschenktüte.	Ein Haustier untersucht spielerisch den Inhalt einer Geschenktüte.
5.0	Ein gelb hemmender Mann trägt eine goldene Sonnenmaske.	Ein Mann in einem gelben Hemd trägt eine goldene, sonnenförmige Maske.
0.4	Ein Mann schürt eine schiere Felswand mit einer Seilstütze.	Ein junger Mann macht einen Skisprung mit einem lila Brett.
4.2	Ein Kind mit seinen Händen auf dem Kopf.	Ein kleiner Junge steht mit seinen Händen auf dem Kopf
1.8	Ein Mann, der eine orangefarbene Weste trägt, ist Kanu im blauen Wasser.	Ein Mann in einer orangefarbenen Jacke hebt seine Hände in den Himmel im Sand.
1.2	Ein alter Mann in einem schwarzen Trenchcoat, der auf einem Marktplatz steht.	Das Baby trägt ein rotes Hemd und geht auf einem Platz.
4.8	Ein Mann, der auf einer Klippe klettert.	Ein Mann klettert auf eine schiere Klippe.
0.6	Zwei Mädchen sind in Pyjamahosen und scheinen zu tanzen.	Zwei Mädchen mit Baseballkappen essen draußen einen Snack.
3.4	Ein weißer und brauner Hund spielt mit einem schwarzen Spielzeug.	Ein weißer und brauner Hund spielt Tug-o-War.
3.0	Ein Junge spielt Baseball.	Ein Mann spielt Baseball.
0.0	Ein Junge, der ein rotes Hemd trägt, läuft mit einem pelzigen Hund über das Gras.	Ein Sportfan trägt Gesichtsfarbe auf den Tribünen.
0.0	Ein schwarzer Hund holt sich in den Schnee.	Ein Skateboarder, der auf die Straße springt.
3.2	Ein lächelnder Mann und ein kleines Mädchen posieren für Foto.	Ein lächelnder Mann hält ein kleines Kind, das rosa und rot trägt.
3.2	Ein Hund springt auf eine Frisbee im Schnee.	Ein Hund springt im Schnee.
3.4	Ein brauner und weißer Hund mit einem rosa Halsband bellt an einem braunen Hund mit einem blauen Halsband im Schnee.	Der Hund mit dem roten Halsband trägt seine Zähne am Hund mit dem blauen Halsband.
4.2	Zwei braune Hunde beißen sich gegenseitig.	Zwei braune Hunde beißen sich gegenseitig auf Sand.
4.0	Ein Skateboarder versucht einen Trick auf der Seite einer niedrigen Wand.	Ein Junge macht Skateboard Tricks auf einem Geländer.
